Wall time,Step,Value,Value,Value
1606424653,280,12.5,12.5,12.5
1606424653,481,13.33333302,13.33333302,13.33333302
1606424653,510,12.85714245,12.85714245,12.85714245
1606424655,1348,31.66666603,25.90909004,21.11111069
1606424655,1470,25.90909004,29.58333397,17.27272797
1606424656,1930,29.58333397,31.0714283,15.83333302
1606424656,2028,28.84615326,29.66666603,18.5714283
1606424656,2341,31.0714283,27.8125,17.33333397
1606424656,2434,29.66666603,27.94117737,18.125
1606424656,2465,27.8125,27.5,17.64705849
1606424657,2618,27.94117737,28.68420982,19.44444466
1606424657,2692,27.5,27.25,18.94736862
1606424657,3117,28.68420982,27.8571434,18
1606424658,3277,27.25,26.60000038,18.5714283
1606424658,3460,27.8571434,26.73077011,19.60000038
1606424659,3727,27.60869598,26.29032326,18.84615326
1606424659,4080,26.60000038,26.3235302,24.1935482
1606424659,4249,26.73077011,25.5714283,23.52941132
1606424661,4968,26.29032326,24.72973061,22.8571434
1606424661,5080,26.09375,26.125,24.05405426
1606424661,5198,26.21212196,28.04878044,25.25
1606424661,5321,26.3235302,28.6046505,25.12195206
1606424661,5352,25.5714283,28.63636398,24.8837204
1606424661,5454,24.72973061,29.77777863,24.31818199
1606424663,6404,26.125,30.21739197,23.77777863
1606424664,6729,28.04878044,31.875,25
1606424664,7135,28.6046505,31,25.20833397
1606424665,7206,28.63636398,30.58823586,24.20000076
1606424665,7495,29.77777863,30.92592621,24.11764717
1606424665,7744,30.21739197,32.18181992,22.9629631
1606424666,8573,31.875,31.9642849,23.09090996
1606424667,8722,31,31.57894707,22.6785717
1606424667,8755,30.58823586,31.55172348,22.45614052
1606424668,9355,30.92592621,31.47541046,23.44827652
1606424669,9957,32.18181992,30.96774101,24.75409889
1606424670,10121,31.7857151,31.71875,24.75806427
1606424671,10213,31.57894707,30.90909004,24.453125
1606424671,10258,31.20689583,30.59701538,24.31818199
1606424675,10617,30.98360634,32.20588303,24.55223846
1606424676,10787,31.12903214,31.95652199,25.0735302
1606424684,11698,32.265625,31.59722137,24.85507202
1606424689,12226,33.03030396,31.71232796,25.06944466
1606424690,12362,32.98507309,31.68918991,24.72602654
1606424691,12409,32.79411697,31.26666641,25.06756783
1606424691,12441,32.31884003,30.84415627,24.73333359
1606424693,12597,32.1428566,30.69620323,26.36363602
1606424694,12698,31.52777863,30.3125,25.69620323
1606424694,12729,31.23287582,29.58823586,25.75
1606424696,12890,30.94594574,29.2441864,25.76470566
1606424700,13393,31.86666679,29.25287437,25.6976738
1606424701,13517,31.55844116,29.26136398,26.55172348
1606424704,13871,30.88607597,29.04494476,26.36363602
1606424705,13904,30.5,28.72222137,26.74157333
1606424706,14026,30,29.21052551,26.88888931
1606424710,14467,29.64705849,28.75,27.15789413
1606424713,14857,29.7674427,29.14999962,29.25
1606424714,14920,29.5402298,29.25,29.95000076
1606424715,15056,29.65909004,29.64999962,29.95000076
1606424715,15101,29.4382019,28.79999924,29.95000076
1606424716,15152,29.22222137,29.04999924,32
1606424721,15704,28.7368412,28.75,32.65000153
1606424732,17000,29.89999962,28.95000076,32.54999924
1606424738,17651,30.45000076,28.95000076,33.04999924
1606424742,18118,31.04999924,28.85000038,32.75
1606424744,18331,30.95000076,28.64999962,32.34999847
1606424747,18621,31.25,28.45000076,32.45000076
1606424763,20385,31.29999924,29.25,31.54999924
1606424772,21453,32.95000076,29.45000076,30.64999962
1606424775,21795,32.84999847,30.04999924,30.45000076
1606424778,22058,33.65000153,29.75,30.64999962
1606424778,22083,33.34999847,30.14999962,32.90000153
1606424783,22552,33.15000153,29.89999962,32.5
1606424784,22695,33.15000153,29.10000038,32.09999847
1606424785,22847,33.25,29.29999924,32.29999924
1606424792,23574,33.54999924,28.70000076,32.40000153
1606424793,23649,33.34999847,28.39999962,33.29999924
1606424799,24302,33.45000076,27.89999962,32.5
1606424807,25213,34.04999924,28.39999962,32.5
1606424808,25271,33.54999924,28.5,32.5
1606424810,25507,32.79999924,28.10000038,33.20000076
1606424811,25588,32.20000076,27.20000076,33.5
1606424813,25808,32.09999847,27.5,33.90000153
1606424814,25844,31.29999924,27.29999924,34.09999847
1606424815,25950,30.89999962,27.20000076,33.79999924
1606424815,25985,30.5,27.60000038,33.40000153
1606424819,26432,30.39999962,26.89999962,32.40000153
1606424822,26769,30.5,26.39999962,32.34999847
1606424824,26967,29.70000076,26.20000076,32.65000153
1606424825,27055,29,26.39999962,32.75
1606424826,27150,29.20000076,25.29999924,32.75
1606424827,27260,29,25.14999962,32.15000153
1606424830,27620,29.39999962,25.04999924,32.34999847
1606424831,27686,29.10000038,25.35000038,32.34999847
1606424832,27823,28.89999962,25.54999924,31.64999962
1606424837,28285,29,25.45000076,32.70000076
1606424837,28342,28.20000076,25.35000038,32.70000076
1606424839,28526,28,25.64999962,33.40000153
1606424843,28946,28.10000038,25.35000038,33.40000153
1606424843,29048,28.29999924,25.45000076,33.20000076
1606424844,29128,28.10000038,25.64999962,32.5
1606424848,29520,29.20000076,25.45000076,32.29999924
1606424854,30136,28.75,25.64999962,31.5
1606424857,30424,29.04999924,25.64999962,31.70000076
1606424858,30605,29.54999924,24.95000076,32.09999847
1606424859,30700,29.54999924,24.64999962,31.89999962
1606424861,30858,29.75,25.35000038,33.34999847
1606424862,30939,29.85000038,26.95000076,33.54999924
1606424867,31531,30.45000076,26.79999924,31.70000076
1606424868,31659,30.04999924,26.79999924,32.09999847
1606424869,31783,30.14999962,26.79999924,32.5
1606424871,32012,30.14999962,26.60000038,32.09999847
1606424872,32058,30.14999962,25.60000038,31.60000038
1606424877,32525,30.75,25.64999962,29.85000038
1606424877,32565,30.54999924,25.35000038,30.85000038
1606424886,33584,29.75,25.95000076,30.29999924
1606424890,33942,28.39999962,26.25,30.04999924
1606424901,35149,29.5,25.95000076,29.64999962
1606424902,35212,29.29999924,25.95000076,29.85000038
1606424902,35243,28.5,26.45000076,30.25
1606424906,35627,27.5,26.35000038,30.35000038
1606424907,35689,27.29999924,25.64999962,30.54999924
1606424907,35735,26.60000038,26.14999962,30.45000076
1606424909,35904,25.85000038,26.04999924,30.54999924
1606424913,36330,25.64999962,25.85000038,30.54999924
1606424914,36422,25.14999962,26.54999924,30.64999962
1606424918,36823,25.64999962,26.35000038,30.54999924
1606424919,36904,25.64999962,26.14999962,31.04999924
1606424922,37248,25.64999962,26.95000076,30.35000038
1606424924,37422,25.54999924,26.14999962,28.10000038
1606424925,37534,25.35000038,25.85000038,27.79999924
1606424925,37630,24.95000076,27.10000038,28.10000038
1606424929,38046,25.45000076,27.20000076,29.85000038
1606424931,38150,25.45000076,26.39999962,30.14999962
1606424931,38180,25.35000038,26.39999962,29.95000076
1606424932,38247,24.85000038,26.39999962,29.35000038
1606424933,38360,24.85000038,26.39999962,29.25
1606424934,38499,24.64999962,27.5,29.14999962
1606424942,39354,24.75,27.10000038,29.75
1606424944,39564,25.04999924,27.29999924,30.14999962
1606424947,39790,25.35000038,27.29999924,30.25
1606424951,40228,25.54999924,28.10000038,30.45000076
1606424952,40321,25.75,28.79999924,30.14999962
1606424954,40544,25.35000038,29.45000076,30.45000076
1606424957,40924,25.54999924,29.64999962,30.04999924
1606424959,41048,25.54999924,29.64999962,29.64999962
1606424960,41200,25.64999962,29.54999924,29.64999962
1606424965,41731,25.64999962,29.04999924,29.54999924
1606424969,42153,25.45000076,28.95000076,28.35000038
1606424973,42514,26.14999962,28.95000076,27.75
1606424974,42603,26.14999962,28.95000076,28.25
1606424974,42634,26.14999962,30.14999962,28.25
1606424979,43165,26.35000038,29.75,28.35000038
1606424982,43435,25.75,29.95000076,29.39999962
1606424986,43799,26.04999924,30.45000076,28.29999924
1606424987,43969,24.95000076,30.14999962,28.14999962
1606424989,44101,24.79999924,30.04999924,27.89999962
1606424989,44159,24.79999924,29.95000076,28.10000038
1606424990,44237,24.5,30.04999924,28.29999924
1606424998,45067,24.60000038,29.75,28.39999962
1606425000,45202,24.89999962,28.54999924,28.39999962
1606425005,45742,25.60000038,28.5,29
1606425011,46295,26.10000038,27.89999962,30.45000076
1606425012,46416,25.89999962,27.79999924,29.5
1606425017,46928,26.45000076,27,29.89999962
1606425020,47179,26.45000076,27.70000076,31
1606425020,47208,26.54999924,28,31.85000038
1606425026,47815,27.25,27.89999962,31.70000076
1606425035,48705,28.14999962,27.5,31.60000038
1606425035,48732,28.14999962,27.70000076,31.70000076
1606425035,48759,27.45000076,27.39999962,32
1606425037,48907,27.75,27.10000038,32.20000076
1606425039,49079,27.54999924,27.60000038,31.79999924
1606425039,49111,27.54999924,27.60000038,31.79999924
1606425040,49241,27.45000076,26.70000076,32
1606425041,49291,26.45000076,27,33.09999847
1606425047,49884,26.04999924,25.89999962,32.59999847
1606425047,49979,25.95000076,26.60000038,32.29999924
1606425048,50041,25.54999924,25.89999962,33.65000153
1606425053,50553,25.85000038,25,34.04999924
1606425058,51025,25.85000038,24.75,32.84999847
1606425058,51061,25.54999924,24.85000038,32.59999847
1606425060,51219,25.54999924,25.04999924,32.09999847
1606425064,51572,26.04999924,26.14999962,31
1606425068,51973,26.29999924,25.75,30.79999924
1606425071,52267,26.10000038,25.85000038,31.5
1606425071,52297,26.10000038,26.45000076,31.60000038
1606425073,52487,26.39999962,25.64999962,33
1606425075,52735,26.79999924,25.75,33.04999924
1606425080,53159,26.29999924,26.04999924,33.09999847
1606425082,53346,26.39999962,26.04999924,32.90000153
1606425082,53408,26.29999924,25.54999924,31.89999962
1606425091,54255,26.39999962,25.64999962,31.60000038
1606425099,55112,27.89999962,26.14999962,32
1606425103,55434,28.04999924,24.95000076,31.60000038
1606425104,55565,28.39999962,25.35000038,31.70000076
1606425105,55611,28.35000038,24.89999962,31.79999924
1606425105,55662,27.85000038,25.20000076,32.29999924
1606425106,55734,27.54999924,25.29999924,31.79999924
1606425107,55839,27.54999924,25.60000038,32
1606425109,56041,27.75,25.39999962,31.89999962
1606425112,56266,27.45000076,26.79999924,32.90000153
1606425117,56787,27.25,26.60000038,33.09999847
1606425118,56906,27.35000038,26.70000076,32.40000153
1606425120,57102,27.14999962,27.5,33
1606425122,57284,27.25,27.39999962,33
1606425124,57554,27.04999924,26.79999924,32.79999924
1606425126,57658,27.04999924,26.70000076,32.90000153
1606425135,58537,27.04999924,26.89999962,32.79999924
1606425135,58611,26.45000076,26.79999924,33.09999847
1606425139,58954,26.95000076,26.79999924,33
1606425143,59376,27.75,27.10000038,31.89999962
1606425145,59537,28.29999924,26.39999962,31.75
1606425145,59611,28.35000038,26.70000076,31.10000038
1606425147,59798,28.14999962,26.20000076,30.79999924
1606425149,59907,28.04999924,26.79999924,31
1606425151,60153,28.64999962,26.89999962,30.79999924
1606425155,60536,28.85000038,27,30.85000038
1606425155,60565,27.95000076,28,30.75
1606425158,60843,28.04999924,29.60000038,29.79999924
1606425158,60872,27.75,29.5,29.64999962
1606425159,60903,27.75,30.25,29.14999962
1606425162,61198,27.25,30.14999962,31.10000038
1606425165,61523,26.54999924,30.45000076,30.89999962
1606425167,61683,26.35000038,31.04999924,31.89999962
1606425167,61749,25.5,30.64999962,31.39999962
1606425168,61788,25.29999924,31.35000038,30.89999962
1606425168,61844,25.20000076,32.34999847,31.10000038
1606425172,62191,25.10000038,32.45000076,33.45000076
1606425173,62247,25,32.84999847,33.54999924
1606425174,62368,25,32.65000153,32.54999924
1606425175,62476,25.20000076,32.75,32.75
1606425188,63742,26.60000038,33.34999847,32.59999847
1606425197,64603,27.29999924,32.95000076,33.09999847
1606425209,65839,28,32.34999847,33.40000153
1606425212,66136,28.70000076,31.95000076,34.15000153
1606425216,66454,29.29999924,31.75,34.54999924
1606425217,66550,29.10000038,31.85000038,34.84999847
1606425240,68764,31.75,31.54999924,34.75
1606425240,68802,31.14999962,31.35000038,35.90000153
1606425251,69825,32.65000153,31.95000076,35.90000153
1606425251,69854,31.95000076,31.85000038,36.09999847
1606425252,69954,31.54999924,32.75,38.65000153
1606425259,70603,33.25,32.34999847,38.65000153
1606425260,70650,32.90000153,32.90000153,38.70000076
1606425267,71385,33.09999847,32.5,38.70000076
1606425273,71897,33.45000076,32.79999924,39.29999924
1606425276,72185,34.04999924,32.59999847,41.04999924
1606425289,73409,34.54999924,32.79999924,40.90000153
1606425295,73970,33.75,32.79999924,40.70000076
1606425298,74222,33.84999847,34.20000076,41.79999924
1606425299,74305,33.90000153,34.04999924,41.65000153
1606425302,74570,33.95000076,33.75,41.75
1606425309,75219,34.20000076,34.34999847,40.54999924
1606425311,75402,34.59999847,34.25,41.65000153
1606425315,75823,34.90000153,34.54999924,42.04999924
1606425317,76011,35.09999847,34.25,41.84999847
1606425321,76301,35.40000153,33.95000076,44.90000153
1606425331,77295,36.29999924,34.45000076,47.95000076
1606425340,78087,36.90000153,35.54999924,48.45000076
1606425341,78176,36.79999924,37,52.75
1606425343,78398,36.5,38.65000153,53.54999924
1606425357,79526,38.25,37.25,55.20000076
1606425358,79606,38.40000153,38.34999847,57.25
1606425366,80308,38.34999847,38.34999847,56.65000153
1606425370,80719,38.45000076,37.25,59.20000076
1606425377,81384,38.95000076,37.59999847,64.5
1606425378,81406,39.09999847,36.79999924,65.30000305
1606425378,81426,38.65000153,37.70000076,65.19999695
1606425379,81568,38.70000076,37.34999847,64.94999695
1606425380,81639,38.70000076,38,64.09999847
1606425383,81875,38.90000153,39.45000076,65.5
1606425389,82397,38.90000153,39.59999847,70
1606425390,82510,39,39.45000076,71.5
1606425399,83336,39.70000076,40.90000153,71.5
1606425400,83382,39.70000076,41.25,72.90000153
1606425418,85029,43.04999924,41.84999847,72.25
1606425427,85804,44.20000076,41.15000153,73.65000153
1606425428,85905,44.25,41.15000153,76.65000153
1606425442,87201,46.20000076,41.04999924,78.05000305
1606425445,87436,46.15000153,41.25,77.5
1606425455,88210,50.54999924,41.45000076,78.30000305
1606425458,88465,52.34999847,41.84999847,78.40000153
1606425476,90116,53.04999924,41.75,78.69999695
1606425481,90500,54.15000153,41.79999924,78.80000305
1606425502,92290,56.29999924,42.45000076,82.09999847
1606425507,92757,54.70000076,42.84999847,82.19999695
1606425508,92837,54.59999847,43.25,81.75
1606425514,93366,55.5,44.90000153,81.34999847
1606425517,93580,54.95000076,44.59999847,81.44999695
1606425520,93854,55.75,44.90000153,82.55000305
1606425520,93882,54.95000076,46,80.90000153
1606425523,94154,53.84999847,45.90000153,80.84999847
1606425525,94268,53.65000153,45.29999924,82.25
1606425526,94385,53.84999847,45.90000153,84.09999847
1606425527,94446,53.15000153,45.70000076,84.69999695
1606425532,94957,54.54999924,46.34999847,83.90000153
1606425534,95110,53.90000153,48.84999847,84.44999695
1606425537,95357,54.65000153,48.45000076,87.30000305
1606425587,99739,55.34999847,48.84999847,87.90000153
1606425588,99829,55.45000076,49.20000076,86.40000153
1606425621,102598,57.5,50.15000153,86.84999847
1606425627,103034,58.29999924,49.75,87.55000305
1606425633,103623,58.90000153,49.15000153,86.69999695
1606425641,104236,60.25,51.09999847,89.59999847
1606425643,104399,61.29999924,51.40000153,94.09999847
1606425644,104487,61.5,55.59999847,98.80000305
1606425651,105087,62.29999924,55.59999847,97.5
1606425652,105225,62.40000153,56.09999847,97.40000153
1606425653,105261,61.90000153,56.70000076,105.4000015
1606425655,105438,61.79999924,55.90000153,106
1606425656,105552,61.40000153,57,106
1606425685,108017,62.40000153,56.5,105.5
1606425687,108172,62.09999847,60.54999924,103
1606425695,108904,63.04999924,60.09999847,105.3499985
1606425696,108979,63.29999924,60.95000076,105.3499985
1606425706,109856,64.84999847,60.75,108
1606425717,110717,66.25,61.34999847,122.5
1606425719,110914,66.30000305,61.25,118.5
1606425720,110987,66.59999847,60.84999847,118.4000015
1606425721,111094,67.5,63.95000076,118.75
1606425731,111886,67.80000305,69.80000305,119.3000031
1606425739,112579,68.65000153,72.90000153,116.8000031
1606425751,113621,70.34999847,77.90000153,116.3499985
1606425760,114305,69.69999695,77.15000153,116.1500015
1606425774,115540,70.44999695,77.19999695,116.3000031
1606425777,115747,70.05000305,77.5,113.8000031
1606425778,115845,68.65000153,77.30000305,114.1999969
1606425786,116525,69.40000153,78.30000305,116.1999969
1606425796,117370,70.80000305,81.25,114.8499985
1606425796,117392,70.94999695,80.80000305,114.4499969
1606425800,117660,71.34999847,83.80000305,109.5
1606425806,118242,77.59999847,92.84999847,107.5
1606425809,118477,78.30000305,93.05000305,108.4000015
1606425816,119054,79.34999847,93.5,110.0500031
1606425818,119223,78.34999847,109.8000031,110.1500015
1606425828,120061,80.65000153,111.5999985,110.5
1606425830,120233,79.34999847,111.5500031,109.1999969
1606425831,120264,79.05000305,110.1500015,109.0999985
1606425836,120706,79.5,110.5,108.3499985
1606425842,121188,77.94999695,112.6999969,109.0999985
1606425843,121281,77.90000153,112.75,109.3000031
1606425843,121308,77.25,113.5999985,107.0999985
1606425848,121740,77.69999695,113,106.1999969
1606425856,122444,78.90000153,113.8000031,108.3000031
1606425863,123055,78.30000305,113.3499985,107.5500031
1606425875,123948,82.69999695,113.1500015,108.1500015
1606425876,124041,82.5,113.0999985,105.0999985
1606425882,124587,81.80000305,113.4000015,105.9000015
1606425894,125569,82.59999847,113,106.9499969
1606425897,125871,82.59999847,113.0999985,107.5500031
1606425898,125961,81.5,115.25,107.3499985
1606425899,126018,81.30000305,114.6500015,106.4499969
1606425910,126906,80.90000153,118,106.4499969
1606425917,127571,80.65000153,118,105.25
1606425924,128090,83.55000305,119.1500015,105.5
1606425924,128166,84.05000305,116.6500015,114.1999969
1606425931,128733,84.94999695,115.6500015,112.3499985
1606425942,129644,86.25,116.1500015,123.6999969
1606425966,131601,91.15000153,116.75,123.8499985
1606425967,131662,91.15000153,117.4000015,123.0500031
1606425971,132013,93.94999695,117.5500031,124.9499969
1606425975,132359,96.25,117.0500031,128.6000061
1606425997,134280,101.5999985,117.4499969,129.6000061
1606425998,134341,101.8499985,119.75,130.1000061
1606426000,134517,103.8499985,117.4499969,133.8500061
1606426005,134877,103.75,117.5500031,131.3999939
1606426009,135240,103.6500015,113.1999969,125.3000031
1606426016,135837,105.8000031,113.1999969,128.8999939
1606426030,137038,105.75,112.8000031,135.8000031
1606426037,137538,105.0500031,112.9000015,143.6999969
1606426046,138265,105.0500031,113.1999969,146.5500031
1606426051,138741,103.8499985,112.0999985,141.6000061
1606426075,140784,103.5999985,110.3000031,142.3000031
1606426086,141710,110.1999969,110.1999969,142.3999939
1606426089,141989,111.9000015,109.6999969,144.1999969
1606426105,143311,114.3000031,111.3499985,141.8999939
1606426129,145379,113.75,116.4499969,142.25
1606426132,145683,114.8000031,118.25,139.6999969
1606426133,145703,114.5,113.5500031,127.4000015
1606426137,146096,115.8499985,111.1500015,121.6999969
1606426138,146186,114.1500015,107.75,121.5999985
1606426147,146851,114.8000031,104.4499969,121.6999969
1606426152,147230,115.0999985,104.75,120.5500031
1606426154,147449,114.9499969,104.25,118.3000031
1606426166,148435,112.0999985,104.5,118.5
1606426178,149512,113.6999969,104.4499969,121
1606426188,150308,113.9499969,103.3000031,128.8000031
1606426191,150548,113.9499969,103.4000015,128.8000031
1606426193,150713,114.9000015,106.75,128.5
1606426196,151002,115.1999969,110.3000031,129.1000061
1606426202,151535,116.0500031,115.3000031,138.9499969
1606426207,151890,117.0999985,106.5999985,140
1606426208,151983,117.5500031,108.1500015,140.5
1606426208,152011,116.6500015,107.3499985,143.1999969
1606426210,152178,115.25,107.6999969,143.9499969
1606426217,152758,116.4000015,95.94999695,145.1499939
1606426220,153014,116.1999969,93.25,144.1999969
1606426223,153214,109.5500031,91.15000153,138.5500031
1606426228,153687,110.1500015,91.30000305,143.1999969
1606426229,153783,109.6500015,90.15000153,142
1606426230,153818,108.5999985,104.1500015,145.6499939
1606426235,154268,109.1999969,105,147.75
1606426236,154312,107,104.5,147.8000031
1606426238,154531,107.25,102.0500031,147.6000061
1606426242,154808,107.0500031,106.3499985,148.1999969
1606426252,155663,108.8000031,107.5,147.4499969
1606426252,155701,108.6999969,109.8000031,148.1000061
1606426258,156145,109.5,120,147.8999939
1606426261,156480,113.0500031,120.4000015,149.3500061
1606426264,156679,112.5999985,121.3000031,153.6499939
1606426270,157201,112.0999985,121.3499985,153.3999939
1606426274,157582,111.0500031,122.5999985,153.4499969
1606426275,157673,108.9000015,120.3499985,152.6499939
1606426286,158537,102.6999969,120.4000015,152.4499969
1606426300,159714,108.1999969,124.4000015,153.75
1606426306,160234,107.4000015,127,157.6000061
1606426318,161234,107.25,126.5500031,158.1000061
1606426324,161730,107.75,126.25,159.1000061
1606426331,162344,107.4000015,135.3500061,158.4499969
1606426334,162533,108.3000031,137.25,149.8999939
1606426335,162677,105.25,136.8000031,149.8999939
1606426336,162780,104.9000015,137,147.8999939
1606426340,163065,104.9000015,137.25,142.3000031
1606426340,163102,104.3000031,138.8500061,138.0500031
1606426344,163397,104.1500015,138.3500061,136.5
1606426351,164056,103.0999985,137.6499939,136.6000061
1606426356,164434,101.5999985,136.6499939,133.6000061
1606426356,164470,98.40000153,137.1000061,128.1999969
1606426378,166303,96.75,137.1499939,128.3999939
1606426382,166652,96,139.1499939,126.5999985
1606426395,167764,93.55000305,139.3000031,124.4499969
1606426396,167901,90.65000153,138.75,123.5500031
1606426404,168482,88.25,139.6999969,124.5
1606426409,168899,89.55000305,139.5,125.0999985
1606426410,169006,88.94999695,141.1999969,121.9000015
1606426412,169147,87.75,139.3500061,115.6500015
1606426414,169356,87.5,139.25,108.8000031
1606426415,169429,87.44999695,137.6999969,104.6500015
1606426433,170991,87.94999695,137.5500031,103.0500031
1606426434,171064,87.59999847,136.6499939,108.25
1606426440,171536,88,128.3500061,106.6999969
1606426458,173138,89.84999847,132.1000061,113.4499969
1606426461,173366,90.30000305,130.3999939,113.3499985
1606426477,174770,90.44999695,135,113.75
1606426480,175009,88.30000305,136.6999969,115.4000015
1606426481,175071,88.30000305,137,115.8000031
1606426482,175100,86.69999695,136.8500061,116
1606426485,175366,84.30000305,137.4499969,117.1999969
1606426493,176113,82.05000305,136.9499969,117.8499985
1606426495,176221,82.09999847,137.75,118.3499985
1606426511,177642,81.94999695,138,115.75
1606426518,178191,81.90000153,138,108.8499985
1606426519,178237,82.09999847,141.5,108.6500015
1606426520,178305,81.84999847,131.6999969,106.6500015
1606426521,178413,82.05000305,130.8999939,94.84999847
1606426522,178477,81.15000153,132.6499939,92.65000153
1606426535,179576,83.19999695,132.8000031,92.05000305
1606426553,181126,82,142.5500031,91.09999847
1606426558,181537,82,149.1999969,90.40000153
1606426564,182009,86,149.5,91.84999847
1606426580,183392,87.34999847,154.4499969,91.25
1606426583,183607,87.19999695,154.9499969,91.55000305
1606426584,183728,89.75,142.5,86.44999695
1606426585,183776,89.44999695,141.8000031,85.84999847
1606426586,183905,88.34999847,148.5,84.30000305
1606426589,184088,88.55000305,148.1499939,86.05000305
1606426596,184692,89.59999847,147.4499969,84.55000305
1606426603,185276,91.15000153,145.1999969,84.5
1606426607,185615,95.15000153,146.6000061,84
1606426608,185694,94.94999695,144.6499939,84.40000153
1606426608,185749,95.25,144.5500031,82.05000305
1606426612,186105,95.84999847,143.6499939,80.80000305
1606426647,189062,109.8499985,144.6999969,77.75
1606426652,189438,113.0500031,147.6999969,76.84999847
1606426656,189760,112.3000031,144.6499939,76.25
1606426657,189839,112.8000031,148.3000031,75.94999695
1606426657,189871,109.0500031,146.3000031,85.5
1606426661,190186,108.6500015,144.8999939,85
1606426671,191041,109.9000015,145,81.25
1606426680,191780,110.5,136.1000061,81.05000305
1606426688,192441,111.9000015,134.6000061,80.65000153
1606426691,192685,112.1999969,133.8000031,80.40000153
1606426692,192759,111,134.6499939,82.15000153
1606426695,193049,105.6999969,129.8500061,82.59999847
1606426696,193131,105.1999969,131.3999939,81.19999695
1606426712,194487,107.8000031,131.5,80.09999847
1606426713,194540,106.5999985,131.8000031,80.15000153
1606426717,194952,107.5500031,133,80.80000305
1606426719,195077,107.8499985,131.5500031,92.80000305
1606426721,195216,106.75,131.3999939,95.69999695
1606426743,197124,108.4000015,131.6000061,96.30000305
1606426747,197435,110,133.4499969,101.1500015
1606426750,197718,113.3000031,133.3500061,101.0500031
1606426751,197823,114.3000031,133.9499969,100.4499969
1606426757,198286,114.5,133,98.40000153
1606426760,198507,114.4000015,132.5,97.65000153
1606426763,198789,114.4499969,131,97.80000305
1606426771,199463,116.6999969,132.1499939,97.94999695
1606426773,199692,115.9000015,132.3500061,97.80000305
1606426778,200111,116.0500031,132.6499939,98.44999695
1606426786,200767,117.4499969,133.6000061,96.25
1606426797,201648,116.9499969,133.6000061,96.25
